title,price,rating,location,url,scraped_date
Zimmer in Engelburg,Price not available,No rating,"Aufenthalt bei Sabrina
Aufenthalt bei Sabrina
5 Jahre Gastgeber:in
,
 · 5 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/44186446?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=1037305286&source_impression_id=p3_1742657550_P3RnGmJhliFcLpGG&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Gabrielle
Aufenthalt bei Gabrielle
7 Jahre Gastgeber:in
,
 · 7 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/24621835?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=484971347&source_impression_id=p3_1742657550_P3G2SeAqrCWBchVc&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Erola
Aufenthalt bei Erola
9 Jahre Gastgeber:in
,
 · 9 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/886949108154049153?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-15&check_out=2025-04-20&children=0&infants=0&pets=0&photo_id=1646720652&source_impression_id=p3_1742657550_P3S6PnD5NjWymkHl&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in Sankt Gallen,Price not available,No rating,"Zentral gelegenes, sonniges Studio.",https://www.airbnb.ch/rooms/10914425?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3YCFcIIoloRm6-c&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in St. Gallen,Price not available,No rating,"2,5-Zimmer-Apartment mit kostenlosem Parkplatz.",https://www.airbnb.ch/rooms/1322403842311571170?search_mode=regular_search&adults=1&check_in=2025-10-03&check_out=2025-10-08&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3zGgSo3PdwHljnX&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in St. Gallen,Price not available,No rating,St. Gallen zentral und gemütlich,https://www.airbnb.ch/rooms/25726270?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657549_P3MA4FHqk07XL2up&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in St. Gallen,Price not available,No rating,TouchBed | Budget-Studio,https://www.airbnb.ch/rooms/22469139?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P38QBIs57aZnHLar&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Susanne
Aufenthalt bei Susanne
7 Jahre Gastgeber:in
,
 · 7 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/42784108?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-07&check_out=2025-04-12&children=0&infants=0&pets=0&photo_id=982754303&source_impression_id=p3_1742657550_P3uyqOBjX1wxmOee&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in St. Gallen,Price not available,No rating,Gemütliche Wohnung,https://www.airbnb.ch/rooms/1258654575298959105?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3gabj-C2B-5WoN5&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in St. Gallen,Price not available,No rating,"St.Gallen zentral, ruhig, bei Badeweihern und Wald",https://www.airbnb.ch/rooms/41971258?search_mode=regular_search&adults=1&check_in=2025-04-02&check_out=2025-04-07&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P33HDwglDBFeANNi&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in St. Gallen,Price not available,No rating,Charmante Altbauwohnung ruhig und doch zentral,https://www.airbnb.ch/rooms/1002032650200924193?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3dYutTLT333Y-44&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Wohnung in St. Gallen,Price not available,No rating,Gemütliches Studio im Hotelstyle,https://www.airbnb.ch/rooms/1271492765511551149?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3EiZ676mWg_qJFN&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Erola
Aufenthalt bei Erola
9 Jahre Gastgeber:in
,
 · 9 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/886956306594218127?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=1646729598&source_impression_id=p3_1742657550_P3JbGiUW43BLF1wE&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:37
Unterkunft in St. Gallen,Price not available,No rating,"YELLOW INN 7 nähe Uni, Olma, Spital, FHS",https://www.airbnb.ch/rooms/31036410?search_mode=regular_search&adults=1&check_in=2025-04-02&check_out=2025-04-07&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3IPiv9-MktbNjd7&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Unterkunft in St. Gallen,Price not available,No rating,TouchBed | Budget Doppelzimmer,https://www.airbnb.ch/rooms/22112589?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3Dal-CEJaVJLKL2&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Zimmer in Sankt Gallen,Price not available,No rating,"Aufenthalt bei Felix
Aufenthalt bei Felix
8 Jahre Gastgeber:in
,
 · 8 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/20937274?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-04&check_out=2025-04-09&children=0&infants=0&pets=0&photo_id=372810159&source_impression_id=p3_1742657550_P3-zufj6lTw8aPiU&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Wohnung in St. Gallen,Price not available,No rating,1 Zimmerwohnung ohne Küche mitten im Zentrum,https://www.airbnb.ch/rooms/1115968720346511055?search_mode=regular_search&adults=1&check_in=2025-04-11&check_out=2025-04-16&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3DZP4LtMaPKDD_f&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Wohnung in St. Gallen,Price not available,No rating,"Nachhaltig Wohnen im 1. Stock, gratis Parkplatz!",https://www.airbnb.ch/rooms/631007400205214375?search_mode=regular_search&adults=1&check_in=2025-04-04&check_out=2025-04-09&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3zls7H_zUwrQOT8&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Zimmer in Engelburg,Price not available,No rating,"Aufenthalt bei Sabrina
Aufenthalt bei Sabrina
5 Jahre Gastgeber:in
,
 · 5 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/44186446?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=1037305286&source_impression_id=p3_1742657550_P3RnGmJhliFcLpGG&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Gabrielle
Aufenthalt bei Gabrielle
7 Jahre Gastgeber:in
,
 · 7 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/24621835?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=484971347&source_impression_id=p3_1742657550_P3G2SeAqrCWBchVc&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Erola
Aufenthalt bei Erola
9 Jahre Gastgeber:in
,
 · 9 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/886949108154049153?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-15&check_out=2025-04-20&children=0&infants=0&pets=0&photo_id=1646720652&source_impression_id=p3_1742657550_P3S6PnD5NjWymkHl&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Wohnung in Sankt Gallen,Price not available,No rating,"Zentral gelegenes, sonniges Studio.",https://www.airbnb.ch/rooms/10914425?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3YCFcIIoloRm6-c&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Wohnung in St. Gallen,Price not available,No rating,"2,5-Zimmer-Apartment mit kostenlosem Parkplatz.",https://www.airbnb.ch/rooms/1322403842311571170?search_mode=regular_search&adults=1&check_in=2025-10-03&check_out=2025-10-08&children=0&infants=0&pets=0&source_impression_id=p3_1742657550_P3zGgSo3PdwHljnX&previous_page_section_name=1000&federated_search_id=e0884593-766b-47ec-ae22-1a8c09ab8736,2025-03-22 16:32:38
Wohnung in St. Gallen,Price not available,No rating,St. Gallen zentral und gemütlich,https://www.airbnb.ch/rooms/25726270?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657562_P3PE2GKansyu1NKZ&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:49
Wohnung in St. Gallen,Price not available,No rating,TouchBed | Budget-Studio,https://www.airbnb.ch/rooms/22469139?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3bszV4_6NjCHzA4&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:49
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Susanne
Aufenthalt bei Susanne
7 Jahre Gastgeber:in
,
 · 7 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/42784108?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-07&check_out=2025-04-12&children=0&infants=0&pets=0&photo_id=982754303&source_impression_id=p3_1742657563_P3HwK9RGFSYxVNVe&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:49
Wohnung in St. Gallen,Price not available,No rating,Gemütliche Wohnung,https://www.airbnb.ch/rooms/1258654575298959105?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3QOgHYvpgelhkuu&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:49
Wohnung in St. Gallen,Price not available,No rating,"St.Gallen zentral, ruhig, bei Badeweihern und Wald",https://www.airbnb.ch/rooms/41971258?search_mode=regular_search&adults=1&check_in=2025-04-02&check_out=2025-04-07&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3wlflr3pV-7S0xL&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:49
Wohnung in St. Gallen,Price not available,No rating,Charmante Altbauwohnung ruhig und doch zentral,https://www.airbnb.ch/rooms/1002032650200924193?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3pPxFM13HrL60BX&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:49
Wohnung in St. Gallen,Price not available,No rating,Gemütliches Studio im Hotelstyle,https://www.airbnb.ch/rooms/1271492765511551149?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3qchNTk9yMHIImZ&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:49
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Erola
Aufenthalt bei Erola
9 Jahre Gastgeber:in
,
 · 9 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/886956306594218127?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=1646729598&source_impression_id=p3_1742657563_P3vbg157mloNW53c&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Unterkunft in St. Gallen,Price not available,No rating,"YELLOW INN 7 nähe Uni, Olma, Spital, FHS",https://www.airbnb.ch/rooms/31036410?search_mode=regular_search&adults=1&check_in=2025-04-02&check_out=2025-04-07&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3IMsdKcy4pxpZQm&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Unterkunft in St. Gallen,Price not available,No rating,TouchBed | Budget Doppelzimmer,https://www.airbnb.ch/rooms/22112589?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P30BnsPAtJlo2rNm&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Zimmer in Sankt Gallen,Price not available,No rating,"Aufenthalt bei Felix
Aufenthalt bei Felix
8 Jahre Gastgeber:in
,
 · 8 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/20937274?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-04&check_out=2025-04-09&children=0&infants=0&pets=0&photo_id=372810159&source_impression_id=p3_1742657563_P3eXr7Go8_T3ErI5&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Wohnung in St. Gallen,Price not available,No rating,1 Zimmerwohnung ohne Küche mitten im Zentrum,https://www.airbnb.ch/rooms/1115968720346511055?search_mode=regular_search&adults=1&check_in=2025-04-11&check_out=2025-04-16&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3q6Em_TqgFNfDqq&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Wohnung in St. Gallen,Price not available,No rating,"Nachhaltig Wohnen im 1. Stock, gratis Parkplatz!",https://www.airbnb.ch/rooms/631007400205214375?search_mode=regular_search&adults=1&check_in=2025-04-04&check_out=2025-04-09&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P30T6S8OsxcnDmfv&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Zimmer in Engelburg,Price not available,No rating,"Aufenthalt bei Sabrina
Aufenthalt bei Sabrina
5 Jahre Gastgeber:in
,
 · 5 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/44186446?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=1037305286&source_impression_id=p3_1742657563_P3jfgt0tNj4Pc6Tm&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Gabrielle
Aufenthalt bei Gabrielle
7 Jahre Gastgeber:in
,
 · 7 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/24621835?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=484971347&source_impression_id=p3_1742657563_P3WsrAMUeeb5qFzs&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Erola
Aufenthalt bei Erola
9 Jahre Gastgeber:in
,
 · 9 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/886949108154049153?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-15&check_out=2025-04-20&children=0&infants=0&pets=0&photo_id=1646720652&source_impression_id=p3_1742657563_P3earGera42C64d6&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Wohnung in Sankt Gallen,Price not available,No rating,"Zentral gelegenes, sonniges Studio.",https://www.airbnb.ch/rooms/10914425?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3x6ePSeGPJQEAjR&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Wohnung in St. Gallen,Price not available,No rating,"2,5-Zimmer-Apartment mit kostenlosem Parkplatz.",https://www.airbnb.ch/rooms/1322403842311571170?search_mode=regular_search&adults=1&check_in=2025-10-03&check_out=2025-10-08&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P32_jImWj3uv8hW1&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Wohnung in St. Gallen,Price not available,No rating,St. Gallen zentral und gemütlich,https://www.airbnb.ch/rooms/25726270?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657562_P3PE2GKansyu1NKZ&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Wohnung in St. Gallen,Price not available,No rating,TouchBed | Budget-Studio,https://www.airbnb.ch/rooms/22469139?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3bszV4_6NjCHzA4&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:50
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Susanne
Aufenthalt bei Susanne
7 Jahre Gastgeber:in
,
 · 7 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/42784108?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-07&check_out=2025-04-12&children=0&infants=0&pets=0&photo_id=982754303&source_impression_id=p3_1742657563_P3HwK9RGFSYxVNVe&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Wohnung in St. Gallen,Price not available,No rating,Gemütliche Wohnung,https://www.airbnb.ch/rooms/1258654575298959105?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3QOgHYvpgelhkuu&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Wohnung in St. Gallen,Price not available,No rating,"St.Gallen zentral, ruhig, bei Badeweihern und Wald",https://www.airbnb.ch/rooms/41971258?search_mode=regular_search&adults=1&check_in=2025-04-02&check_out=2025-04-07&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3wlflr3pV-7S0xL&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Wohnung in St. Gallen,Price not available,No rating,Charmante Altbauwohnung ruhig und doch zentral,https://www.airbnb.ch/rooms/1002032650200924193?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3pPxFM13HrL60BX&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Wohnung in St. Gallen,Price not available,No rating,Gemütliches Studio im Hotelstyle,https://www.airbnb.ch/rooms/1271492765511551149?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3qchNTk9yMHIImZ&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Erola
Aufenthalt bei Erola
9 Jahre Gastgeber:in
,
 · 9 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/886956306594218127?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=1646729598&source_impression_id=p3_1742657563_P3vbg157mloNW53c&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Unterkunft in St. Gallen,Price not available,No rating,"YELLOW INN 7 nähe Uni, Olma, Spital, FHS",https://www.airbnb.ch/rooms/31036410?search_mode=regular_search&adults=1&check_in=2025-04-02&check_out=2025-04-07&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3IMsdKcy4pxpZQm&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Unterkunft in St. Gallen,Price not available,No rating,TouchBed | Budget Doppelzimmer,https://www.airbnb.ch/rooms/22112589?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P30BnsPAtJlo2rNm&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Zimmer in Sankt Gallen,Price not available,No rating,"Aufenthalt bei Felix
Aufenthalt bei Felix
8 Jahre Gastgeber:in
,
 · 8 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/20937274?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-04&check_out=2025-04-09&children=0&infants=0&pets=0&photo_id=372810159&source_impression_id=p3_1742657563_P3eXr7Go8_T3ErI5&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Wohnung in St. Gallen,Price not available,No rating,1 Zimmerwohnung ohne Küche mitten im Zentrum,https://www.airbnb.ch/rooms/1115968720346511055?search_mode=regular_search&adults=1&check_in=2025-04-11&check_out=2025-04-16&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3q6Em_TqgFNfDqq&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Wohnung in St. Gallen,Price not available,No rating,"Nachhaltig Wohnen im 1. Stock, gratis Parkplatz!",https://www.airbnb.ch/rooms/631007400205214375?search_mode=regular_search&adults=1&check_in=2025-04-04&check_out=2025-04-09&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P30T6S8OsxcnDmfv&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Zimmer in Engelburg,Price not available,No rating,"Aufenthalt bei Sabrina
Aufenthalt bei Sabrina
5 Jahre Gastgeber:in
,
 · 5 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/44186446?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=1037305286&source_impression_id=p3_1742657563_P3jfgt0tNj4Pc6Tm&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Gabrielle
Aufenthalt bei Gabrielle
7 Jahre Gastgeber:in
,
 · 7 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/24621835?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&photo_id=484971347&source_impression_id=p3_1742657563_P3WsrAMUeeb5qFzs&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Zimmer in St. Gallen,Price not available,No rating,"Aufenthalt bei Erola
Aufenthalt bei Erola
9 Jahre Gastgeber:in
,
 · 9 Jahre Gastgeber:in",https://www.airbnb.ch/rooms/886949108154049153?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-04-15&check_out=2025-04-20&children=0&infants=0&pets=0&photo_id=1646720652&source_impression_id=p3_1742657563_P3earGera42C64d6&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:51
Wohnung in Sankt Gallen,Price not available,No rating,"Zentral gelegenes, sonniges Studio.",https://www.airbnb.ch/rooms/10914425?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P3x6ePSeGPJQEAjR&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:52
Wohnung in St. Gallen,Price not available,No rating,"2,5-Zimmer-Apartment mit kostenlosem Parkplatz.",https://www.airbnb.ch/rooms/1322403842311571170?search_mode=regular_search&adults=1&check_in=2025-10-03&check_out=2025-10-08&children=0&infants=0&pets=0&source_impression_id=p3_1742657563_P32_jImWj3uv8hW1&previous_page_section_name=1000&federated_search_id=9754d8a0-a447-44fc-b6df-2605f175aeca,2025-03-22 16:32:52
Wohnung in St. Gallen,Price not available,No rating,St. Gallen zentral und gemütlich,https://www.airbnb.ch/rooms/25726270?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657576_P3hr6N7D86aihrHf&previous_page_section_name=1000&federated_search_id=eb5ba7cf-06bd-420e-8392-7920fc821522,2025-03-22 16:33:02
Wohnung in St. Gallen,Price not available,No rating,TouchBed | Budget-Studio,https://www.airbnb.ch/rooms/22469139?search_mode=regular_search&adults=1&check_in=2025-04-01&check_out=2025-04-06&children=0&infants=0&pets=0&source_impression_id=p3_1742657576_P3KECHX8fZb97_Dv&previous_page_section_name=1000&federated_search_id=eb5ba7cf-06bd-420e-8392-7920fc821522,2025-03-22 16:33:02
